Observation,Viscosity,Turbidity,Density,Luminescence,Altitude,Attitude,Resistivity,pH,HP,UV absorbance,Taste,Good?
392,2.646597072,2.935691647,2.227970727,2.339123163,1.417867141,1.767328948,7.359867288,4.142416987,1.806000671,0.920143699,1.443740939,1
393,-0.21746644,3.89006154,3.237144451,2.080990722,0.545001875,1.679140476,6.919199828,3.472436182,0.865837886,-0.246433613,2.254596516,1
394,1.040468103,2.221995413,2.990582457,3.674555584,0.466674739,1.173995662,5.692222384,4.109906665,2.071049844,-0.084098362,1.098023907,1
395,0.427439826,3.55716845,1.97266752,4.797132932,0.093250729,1.88822046,9.167029322,3.855015908,1.449204131,1.561620929,2.028135999,1
396,-0.197531867,3.464302131,1.887786126,3.273230326,1.673533331,0.163605709,7.693040102,2.527719487,1.821035502,1.825872097,-0.556376998,1
397,0.827346438,3.69556788,1.478119921,1.507118327,1.396342093,1.090984772,8.451623156,3.012676151,3.49611776,0.357349586,1.285422465,1
398,0.020332067,2.8360194,1.603832854,3.98567236,1.336629122,2.707805073,10.00320195,4.03510035,3.124842228,2.270040543,2.592174134,1
399,0.184179596,1.169164243,3.617896198,3.486657659,0.882488726,-0.406983698,7.063690133,2.38895807,4.252783556,-0.025066016,1.854802087,1
400,-0.419637968,2.933009829,2.801421192,3.265108809,-0.796346498,0.49563958,8.964107355,2.268350098,1.919184364,1.215016965,0.083935945,1
401,-0.225093226,2.450289081,3.325925128,1.943875906,-0.552491365,1.763295838,9.057158521,3.611077986,2.346512062,1.478771643,0.135345373,1
402,-1.01480279,2.771586955,1.350332071,3.706567669,1.09456088,1.377451146,9.176461653,6.831438043,2.482260545,-0.137673238,2.765065599,1
403,-0.538678046,1.894484985,2.630636198,3.444629256,1.933016599,2.862053297,6.923271568,3.53556811,2.34781971,1.163746236,1.644415063,1
404,1.129810823,3.399584437,3.765858976,1.721644139,1.033487654,2.931685696,7.535514816,3.610473325,3.244429268,-0.337644325,2.714869648,1
405,-0.549265558,1.497878485,2.526359855,3.892634703,0.876168377,-0.210988233,8.791347772,1.162438179,3.418816352,-1.201370959,0.679570567,1
406,0.776655191,1.615352914,2.747116338,2.555942664,0.930374494,1.462933994,8.254905648,3.736117267,1.670087596,1.458415149,1.424341065,1
407,1.881154922,1.525669163,1.424744974,4.539566893,1.488381139,0.585146214,9.273499906,3.875576994,3.558376734,1.433658875,1.796747237,1
408,0.655312098,3.050429047,2.289234049,2.915682675,1.362014565,-0.851974052,8.162406215,3.890721322,1.968567791,0.637111464,3.623868569,1
409,-0.760137202,1.94346152,3.187559219,3.225681456,0.471040845,2.35141982,8.329741604,4.922088104,3.79874565,0.095264298,3.286520883,1
410,1.367912936,1.306024196,2.721118129,3.524433714,2.693558401,1.114427362,7.582449407,4.51287822,2.634930493,-0.387317973,2.221761059,1
411,-0.870808747,1.979083802,3.155097091,2.911610639,0.723948234,0.910768312,8.158893487,4.39602317,2.867354039,1.31517707,1.590558568,1
412,1.727051352,2.433771898,1.170809936,1.195354936,0.847914699,2.059930401,9.74509346,4.306164691,1.363459706,-0.232488297,1.207919315,1
413,0.480633396,3.371507521,2.518648917,4.194903469,-0.051863968,1.95479438,7.732345952,4.389791504,3.102222815,0.057438214,0.80618773,1
414,2.878596606,1.293091875,3.038365628,2.061402686,1.579729128,0.593566496,8.166532378,4.653151073,3.61478163,2.318634568,1.623077397,0
415,-0.512694398,2.442365797,1.833989724,3.216207192,1.895219981,2.816701383,6.905505221,4.94233707,3.974442303,-0.540191622,3.826238669,1
416,-2.111929803,1.26608298,3.31484106,2.958892394,-0.755131507,1.096411673,8.277434106,3.63203016,3.944205951,2.322824703,2.610707378,1
417,0.7827492,1.954776927,3.178742324,2.254514766,1.887492855,0.591370725,9.02019491,3.458274611,1.643541963,-0.761218865,3.026258236,1
418,0.258396295,1.248876862,2.282716015,1.69396555,0.805181979,0.653124026,8.66347092,3.094886916,1.214782348,-0.185436056,-0.03969574,1
419,-0.811408133,0.969911207,3.322165566,3.253059673,-0.286755127,1.083661638,5.90674578,4.577080471,2.635441355,-0.392173238,2.718721364,1
420,-1.490573033,2.50685467,2.341537316,3.556195453,-0.899963739,2.210906627,9.240299129,3.453116274,2.758280905,1.757305815,3.305025931,1
421,0.455433639,2.027383344,3.386127829,4.302615959,0.83419823,1.410058574,8.298412133,3.408585973,3.228480028,0.463994297,1.049061908,1
422,-0.60125201,2.27256482,2.563397415,2.648099429,-0.108479495,-0.3057863,9.574906186,4.79103287,2.992333362,1.601548907,1.19283557,1
423,0.275034546,2.656587601,1.890844651,2.921643186,0.630626686,1.404302296,9.177817874,4.45131864,3.016700082,1.875869083,2.558897878,1
424,0.562040927,1.231790324,1.874940503,3.213525066,2.484198933,-0.794707915,8.978553586,5.460490249,1.65541686,0.582541058,0.552105565,1
425,-0.155158008,0.282384892,3.351705589,4.10483402,0.037811322,0.386891308,6.236238687,3.209150881,2.898206492,1.914641969,1.274492644,1
426,1.103881356,3.640698158,2.53908687,0.244207131,1.345838188,-0.014555266,8.95365426,3.464438748,1.892101381,0.543104039,2.570254408,1
427,-0.215355465,2.124787452,0.956942536,2.812399636,1.484610555,1.786828779,9.428561357,3.47389176,3.554672271,1.850144128,0.333788975,1
428,-0.465721569,1.427737563,3.705431857,1.715919399,0.49799742,2.754843479,7.943111889,4.237902695,4.670339273,0.786133753,0.926959505,1
429,0.483760746,1.028672968,0.145776157,2.558741269,1.619152428,1.376145584,9.635290041,4.672576229,4.068853264,1.592621128,3.129958055,1
430,-1.052894343,1.41761918,2.140698675,2.554722762,2.002263084,0.9154343,9.315910568,4.099787642,2.934300368,-1.049553978,2.548014273,1
431,0.414994263,2.029005053,1.181708712,3.366206432,2.036534345,1.431404222,9.035115425,5.671598884,1.437885261,1.30250581,1.982825038,1
432,1.600874542,2.409623712,4.105875293,4.550670302,1.166104654,0.728805046,8.005256044,4.196252275,2.792092305,1.691222675,0.123995809,1
433,1.685005803,2.277518273,3.553032459,3.701734413,1.948169724,2.086060339,8.283686557,3.713753462,1.052692621,-0.559710846,1.492509295,1
434,0.475397311,0.768095856,3.058945237,2.460151419,1.079853761,2.105805269,7.019242883,3.66576711,4.451412437,1.524608492,3.045210532,1
435,0.943372287,1.819020184,0.834437299,3.161348987,-0.18157471,1.253507053,8.211068838,4.792418442,4.888946356,0.99245826,1.580139668,1
436,0.041514306,-0.65248377,4.046373739,3.536279199,1.972467288,1.069459104,8.219499303,4.541619073,2.982820071,0.85257773,1.613518555,1
437,-0.392509172,3.197826917,2.816904655,2.082998134,1.832252471,1.488211264,8.002533104,2.097001831,4.004290369,2.389932864,1.555729283,1
438,-0.339419064,1.768735899,2.993882609,3.902014333,-0.323150145,3.009706948,8.241247302,5.228019396,2.952777688,0.350908653,2.318303651,1
439,1.088896699,1.426949918,2.786247091,3.728758706,1.238413683,1.331516037,10.89599602,3.690083931,5.95574259,1.238139468,0.880809594,1
440,1.54084197,-0.171901261,3.230666648,1.863414999,0.804582804,1.918342148,7.782938912,4.606717537,5.46355244,1.427068708,2.105808286,0
441,0.826392376,2.352707336,1.952400961,1.94539309,0.200369452,0.732425793,7.377030855,1.228566274,3.040273256,0.42504523,1.590516831,1
442,3.458539845,1.404209641,2.703063624,3.795607533,0.490901323,-0.7561143,8.448737182,2.676100533,4.059156524,0.535363874,1.680080989,0
443,1.882840514,1.352429991,3.194461533,2.121189823,0.690587783,1.132079244,9.665031851,3.573939073,1.367350547,1.54441278,2.145132175,1
444,0.344036873,1.190915773,2.244711656,4.896371529,0.567075599,0.867830605,7.835997365,2.489891462,2.333837723,1.856007474,2.276544538,1
445,0.457963415,3.389564282,1.649662558,0.797841149,-0.026164147,2.157725476,9.848931831,3.899191335,2.476700884,2.243671316,0.268567685,1
446,2.190231603,2.654326977,2.315775844,3.087820753,1.881933924,0.320614712,8.259913254,4.822857787,2.734003018,1.295918334,3.248720245,1
447,0.108627433,2.261022237,2.579362569,3.843698168,-1.219149877,0.789887633,7.930950282,3.245643763,1.387602742,1.184632779,3.310364889,1
448,-0.55936141,3.586968059,1.316588259,3.941625688,-0.082394626,1.427402238,8.748879727,2.301049423,2.558907426,0.894148368,0.792596494,1
449,-0.96939915,0.710061702,1.160044621,3.136102798,0.38325229,1.177416053,8.833937696,4.370960037,2.102848311,-0.097510544,2.722034694,1
450,-0.201454715,1.10484114,1.059046398,3.597096072,2.961122165,1.250932756,7.592324269,3.299569521,3.213710578,1.194737895,2.940965557,1
451,-0.360063256,1.840068021,2.913403409,4.024799792,2.513356062,2.444839546,8.382784686,4.366345787,2.782097713,-0.166932887,2.589304721,1
452,-1.011458102,2.250402685,3.724507719,2.273034548,0.836717484,1.80565633,7.572533261,4.713323689,1.759148475,0.913630565,1.807304962,0
453,-0.478494708,3.941125586,3.751855604,2.773505814,-0.654485206,2.774640015,9.359580393,6.526228502,2.330548695,0.374544057,0.993710657,1
454,-1.498930213,2.193644067,3.991896006,2.044558663,0.215310271,0.255600026,7.594855563,3.279637891,3.89871077,0.706510395,1.726534662,1
455,-0.184251985,1.578527706,2.800881257,2.170645289,-0.348128237,2.656582633,6.494041247,4.33113115,4.27850803,2.115126525,1.678702015,1
456,-1.341540891,1.529916474,2.842587164,1.327181697,0.704522629,1.188090064,8.289910737,3.678714683,3.791148212,0.55673946,0.877391293,1
457,-1.333795845,1.085677339,4.111934066,4.211042978,2.355028952,0.577774815,8.257259585,3.246102937,3.453196569,0.779881822,1.304119005,1
458,0.892500389,1.360720096,2.714757567,2.967452387,3.341446065,0.0648176,9.601169292,3.417295231,3.942030648,1.876786912,1.873908279,1
459,0.385067698,-0.177461232,2.565381864,3.844145411,-0.350605028,0.252540156,8.168794569,2.459626882,3.242935119,0.979344969,1.084039506,1
460,0.838200802,2.486440197,2.287761921,3.934589063,0.705511858,1.109192802,8.550632635,2.544438148,2.440430291,2.241744448,0.436477158,1
461,-0.336673494,1.014601957,3.27737366,2.824183249,1.596492913,1.079347119,8.03510199,4.758162434,2.164314642,0.883575663,0.731546764,1
462,0.919219487,2.427839594,2.232107794,1.630693431,-0.062037107,1.212658242,7.751669189,2.351243252,5.356982036,0.127209421,1.602912482,1
463,0.246558171,2.240185726,3.344895297,1.472011747,1.683427096,0.247432456,9.134341976,3.574634172,2.153991482,0.340540817,0.681441713,1
464,-0.661300819,1.733426905,1.049609566,1.604921531,0.820108906,1.135990118,7.10596774,3.67089652,3.831156583,0.571631909,0.981078846,1
465,2.782090237,1.519442047,2.546197314,4.881485146,4.01703935,1.966783048,8.582469531,2.907126945,2.839566063,0.303592412,2.008356942,1
466,0.389525937,2.209694178,0.970964137,4.722350602,0.438999115,0.182089569,8.161935748,4.603723958,2.846257318,1.652880142,3.676064381,1
467,-0.431643106,2.873859188,2.318032914,2.53661599,1.569851895,0.596987012,7.430519341,3.047881869,2.569215668,0.679458398,0.966676765,1
468,-0.815621566,2.330116416,3.365865747,4.185946499,-0.911646225,0.849694035,8.083133627,2.789996918,2.625933654,0.200254849,1.134962669,1
469,1.182531046,1.989712821,3.229785171,2.695126797,3.227470912,1.88727384,10.23484325,4.090828706,2.835254836,1.396754655,1.853716249,0
470,0.568710383,2.756965133,4.774177184,1.792143117,-0.318642487,1.352859426,7.625097205,5.466929482,2.940920614,0.174610044,1.46744272,1
471,1.338361112,1.445079874,1.791335568,3.655400067,1.877380018,2.980414817,8.198918232,3.589820802,3.040512461,0.055766098,2.357160711,1
472,-0.510850238,-0.000759958,3.590767399,4.128998474,0.254920821,3.65010276,6.691474119,3.906764737,3.463810177,1.725481921,1.177136688,1
473,0.831733234,0.803777482,3.246323968,3.604964082,0.706147159,-0.44473266,7.95203737,2.673902092,3.954326979,2.06686661,2.627439495,1
474,0.172216881,1.619300199,3.151112018,3.287928526,1.691002096,1.41924663,10.32648352,3.589676227,3.873488809,1.528629499,1.128429347,1
475,1.124380407,1.530517071,2.057030782,3.217644121,2.427523921,0.069055598,10.5657499,4.108926825,0.992322016,0.359287025,2.57571467,1
476,-0.200524374,1.1527613,3.092806418,2.480943747,0.621917353,1.959113662,7.809929008,3.434418781,3.740504682,0.186716895,1.992471591,1
477,1.370150202,2.329621062,3.676956056,1.919665878,1.237629662,1.47738045,9.304563007,4.077447194,1.935142094,-0.121192593,1.347061789,1
478,1.720263184,3.280608302,3.171343104,4.301682047,2.358976414,-0.442350711,7.808345212,2.210720078,2.331894908,1.433410276,3.336194076,1
479,-1.856188567,1.553526276,2.318387829,2.771665217,2.102729997,0.909342838,8.768550347,4.476378206,2.322136999,-0.524672485,1.413092526,1
480,0.066370216,3.037558669,1.833632191,2.624619393,-0.021965144,1.663775423,7.644640126,3.293992421,3.234864374,-0.624281385,3.323031041,1
481,-0.68116532,2.158251165,1.788363622,3.064852747,2.596728965,2.297033885,8.783325917,1.987044511,3.68589099,0.212097163,1.292563211,1
482,1.782311186,1.543899068,3.517551341,3.162527674,0.457068378,2.09755621,8.750993011,4.553651663,3.54134541,1.462403159,1.455631977,1
483,0.714325555,0.991964912,2.126269589,5.296761023,0.682694503,2.388720644,8.971776823,3.822548809,3.328472459,2.292036062,-0.164290638,1
484,-0.533068935,2.276856201,4.54598168,3.918169794,0.484206559,1.269630515,7.526490848,3.705583709,2.836484371,0.288814874,2.653953011,1
485,0.656210801,2.659810271,2.112481149,2.291145199,2.337357222,0.265364292,8.489045154,3.181619138,3.418482943,2.376590443,1.392204781,1
486,0.938853047,0.392282666,2.47480763,2.149588207,2.567316615,0.804736009,8.759765458,4.289108561,0.800186603,1.50154198,3.258213739,1
487,0.176353103,3.611833974,3.854931108,0.635477917,0.66873568,2.757880791,7.461176425,4.889496719,3.095197531,0.385095096,1.7225575,1
488,-0.22849766,2.501852036,3.194160355,4.072994044,-0.546336042,2.531804452,7.392526478,3.535634122,3.393056571,0.419935614,-0.550421709,1
489,2.03902482,1.727063102,3.428302276,1.719846713,1.586505321,2.363404852,9.304687448,4.754373482,2.970392112,0.307228568,1.240443968,1
490,1.939974404,2.082834215,1.481151108,1.836762938,1.383458925,0.262003291,8.079613964,4.442213731,1.123487551,0.544968257,1.996999524,1
491,-0.659417911,3.890188288,1.968071938,2.276629401,2.392829279,1.641513996,8.036084797,3.839227608,1.104302023,1.575633857,1.442048205,1
492,1.874692026,3.814039208,2.699620224,3.187250101,1.479837643,1.68895178,8.160939,6.887592595,1.831173392,-1.135224231,2.73582679,1
493,0.509615696,2.637845581,2.607181411,2.364885249,-0.332476421,1.51476711,8.61759947,4.782361946,3.831343799,2.513425174,0.244632394,1
494,0.824039551,3.085862623,3.404195545,2.437532757,1.110958381,-0.689096072,8.73739963,4.559415668,2.948616848,-1.858674014,2.033355885,1
495,-1.314719537,-1.30294424,4.48664346,3.164511584,1.279783858,0.621847968,10.33426835,2.299211488,2.811109731,1.028530723,1.924069034,1
496,1.728250158,2.400276421,1.839745704,4.139607188,-0.113774949,0.020596312,7.630594792,4.292804082,1.392917153,0.648159652,1.470518502,1
497,-1.959663206,2.58890291,1.366258309,2.762219856,-0.147720474,1.766067224,7.766648016,2.454973235,0.904676967,2.115620228,2.802168221,1
498,0.332344291,2.207779158,2.435895254,2.968385056,0.536353625,1.864354435,7.672718469,3.212166532,3.477805821,1.278757777,0.753419017,1
499,0.968504023,2.308920778,4.626813732,1.913704779,-0.151008378,1.48790795,9.415684748,6.032144063,2.882616015,-0.287439279,0.757909806,1
500,-0.376246301,2.59625394,4.600310157,1.069742557,-0.40848932,2.984363268,7.663727433,3.940696073,2.275367942,1.124362156,1.499503564,0
501,0.223788428,1.441195023,2.426867754,5.530141105,0.698062745,0.700871994,9.423511113,3.575789807,1.528176012,0.306439135,2.567626616,1
502,1.200178952,2.923021237,2.930763403,4.264913152,1.937068137,2.115105858,7.224505624,5.60822277,1.82683918,0.203425984,2.002305005,1
503,-1.266752884,3.42123134,3.253705339,3.545931341,1.331067965,0.115361834,8.833472851,3.970704634,2.862872656,1.780414113,1.087879697,1
504,-0.103751625,2.880258956,1.193667321,3.332559811,0.42964253,0.361374188,9.427268095,2.809822737,3.463121707,-0.097347588,2.065985895,1
505,-1.752338832,1.084127649,2.385337579,4.140226886,2.609917645,1.260738941,8.439453628,3.536302298,1.823820361,0.036007363,1.507709257,1
506,-0.329436618,1.68450421,2.752374817,1.927613278,0.26284658,2.372151841,11.78032344,2.902667697,2.802196031,-0.211190915,0.575925401,1
507,0.799982521,0.571853302,1.709742111,2.851228467,0.694807616,-0.074304509,8.873428588,4.589511447,1.472357769,2.607975116,2.074909502,1
508,0.826459999,4.060661638,2.819894692,1.720738767,2.108145372,2.090486384,6.975132656,4.450360786,5.032119073,2.295445412,0.965058491,1
509,1.174585703,0.586496548,3.179253172,2.500889379,1.264210869,1.124725342,9.42959566,4.320451753,1.831405544,1.147015003,2.909456722,1
510,-0.88621627,1.34349242,1.720970796,2.582208949,1.669365294,0.728091351,7.307652348,5.004943271,2.565747828,1.082719,2.568583997,1
511,1.157650924,1.340191151,2.050704845,3.690180725,2.206355103,0.30051017,8.343179119,3.434450286,3.235562992,1.278464003,2.212363202,1
512,1.500584431,3.235538327,2.892990453,2.329095341,-0.069549572,0.843567282,8.831803022,4.168305256,1.832235537,1.107128803,0.713076638,1
513,-0.016547233,1.880128675,2.892119417,2.375840111,1.160333186,0.614810816,9.144743902,2.704928635,2.143171186,-1.000776769,4.36783914,1
514,-0.055808547,3.343441503,4.463988405,1.568613965,0.080705588,1.072170742,8.421971173,6.224548884,3.782030003,0.416326448,2.146359507,0
515,-0.464694812,2.639776912,2.089383526,2.56972614,0.44096708,0.761569542,7.670371519,2.329392273,3.135671456,1.312969092,0.709387196,1
516,-1.088450358,2.124375673,3.254169048,3.012087672,3.017457333,1.688875779,6.564525204,2.917271926,2.395631741,0.341589965,-0.234059568,1
517,1.049550025,0.875224905,2.763424872,2.456645843,-0.641040651,0.938237276,8.79548432,3.955867781,2.555131874,0.011791078,2.599033389,1
518,0.576137502,1.389784174,1.973819618,1.733979733,0.999201846,-0.29186048,8.223497922,4.313649646,3.945458862,1.693533118,0.708148181,0
519,-0.596427024,1.605628734,2.716688935,2.252953934,1.425124584,1.871243595,7.766670431,5.313011023,3.931814164,-0.172333386,3.045664271,1
520,0.011719719,2.11065485,2.537286077,5.240359573,3.360485307,-1.400970836,5.838711501,3.773629412,3.793609347,-0.476349223,3.937932987,1
521,0.837424662,2.782071248,3.322781447,2.116548423,0.638278352,-0.458294772,9.107984102,3.806458082,2.464086527,0.371153266,1.358305611,1
522,-1.096278033,3.608936439,2.839715089,2.433363491,1.111227453,0.108898237,8.38547265,1.486245815,2.190766751,1.534135325,2.778850893,1
523,1.246947936,2.541512681,1.955059126,3.279285326,1.742055358,2.395718757,6.905882393,4.271810797,4.193403066,1.323283757,0.519957076,1
524,-0.543355293,0.867819254,3.059168166,4.45896093,0.512640263,1.651466425,8.623288581,3.054512233,1.90674843,1.44397554,2.170068379,1
525,-0.239936408,0.762056944,3.220405398,4.248548718,2.594442857,1.970689238,10.21137604,3.528656456,3.485749629,-0.440158192,1.333031581,1
526,0.404802241,1.694086918,3.695183317,2.792784429,-0.361514136,2.110377614,7.791536238,3.578082717,2.436495232,2.565487545,0.46237351,1
527,0.498867174,2.097574765,2.745271849,3.374336553,0.014535625,0.856158786,8.021365214,2.168111221,1.835926706,0.712029234,1.579614337,1
528,0.063460425,1.602633444,2.217162801,2.646317348,-0.14777607,2.018289507,5.999492092,2.947324589,3.281851214,0.614277172,2.080597157,1
529,-0.37620134,1.097167092,3.231208777,5.236552232,0.837639719,1.254876914,9.731157397,3.468975243,3.192544634,1.666313835,3.226979641,1
530,1.333479592,2.393927579,2.679955725,1.652863162,1.622093998,2.680604254,9.732689818,5.161847892,2.844925614,0.906648993,1.000302798,1
531,1.608219684,2.25682937,2.492544848,1.40488962,2.654799971,2.789060695,9.096567818,3.089493642,1.887828163,0.318158652,2.035954611,1
532,-0.123925823,2.697222779,3.712171387,0.92998527,1.149474393,0.96475204,8.033613458,3.133787433,3.236152858,1.745462751,1.26513477,1
533,0.473003306,1.922119128,1.627898759,2.738132428,-0.278506286,0.035777789,7.982831332,4.370041024,2.739438301,2.62354453,0.437616744,1
534,2.002237809,1.645265422,1.120917619,3.661894198,-0.339016835,-0.491552158,5.910152891,4.385461385,2.579796021,-0.622544687,2.540404629,1
535,-0.146811032,3.394373017,0.803857629,1.546857263,0.979945271,1.486492149,9.185978834,5.04426912,2.15390749,1.13972852,1.893571274,1
536,-2.818453524,1.874840487,2.592556246,2.790116845,0.563982621,1.477831916,7.750722723,4.15721582,2.955047914,-0.255689963,1.167296763,1
537,1.536556927,0.430380172,3.222882857,0.079734727,1.029374381,2.921672691,8.739921498,2.542414718,4.815312443,2.234172246,1.344182787,1
538,0.165438374,3.213842266,2.988530654,2.310730999,0.558690772,0.049301508,8.165981764,4.127828794,2.312251441,2.102446736,1.981108934,1
539,0.123430941,2.13233028,4.217952589,2.240901351,-0.151679546,0.986211498,8.423133395,3.942215802,4.24499148,0.052048543,2.726050922,1
540,-0.487812554,3.684060995,2.955701688,2.388930357,0.996445453,-0.321801406,7.116803253,5.25990743,3.328254728,1.343102701,2.403393427,1
541,-1.04689234,3.453684405,2.740627758,3.999379001,0.424320574,0.426263831,9.147314808,4.086287123,2.694104869,0.942737213,-0.00790582,1
542,1.720700701,1.916564287,2.632110761,1.793818482,1.896604948,1.645116058,6.486934197,4.308901828,2.546776835,2.364604673,1.88441398,1
543,3.37205221,2.020715376,0.49755699,1.776916586,1.036032835,0.381465851,9.32433271,2.361543824,3.353531318,0.088229568,0.139005517,1
544,0.630795268,1.97722643,2.322614416,2.076080498,-0.436826245,0.887758312,8.17813007,5.87674669,3.362758511,0.946509163,-0.490228655,1
545,0.301534,-0.276447192,1.646142559,3.060055422,0.95742086,3.534504149,9.218876436,4.07241092,2.468089332,1.312279488,1.705017006,1
546,0.338418363,1.740612425,2.523810352,4.135804884,1.54606481,3.517734047,8.581388847,4.804901681,0.832946902,2.987860909,2.187392056,1
547,0.371687454,2.879924007,3.838257669,4.332812299,1.923785356,1.346708225,8.323699834,4.878587968,3.055796033,2.220359281,-0.559881957,1
548,-0.779312812,2.46628053,2.748979007,3.870839136,1.260133377,0.997532122,8.739336696,4.593095645,0.68214254,0.231509529,2.463865695,1
549,1.900608485,1.381305742,2.030493908,1.184047876,0.112810508,1.198771363,6.630399269,2.746363521,3.560870813,-0.433549429,1.860674307,1
550,0.113267855,2.117525659,1.439411884,4.175049758,0.709244206,2.930128665,8.550717627,4.509810778,1.387847164,0.744030124,1.783234246,1
551,-0.220273475,2.766862787,3.21316596,3.272395887,-0.153131731,-0.600872063,7.591739808,4.67299222,3.199020736,0.335105697,1.441136875,1
552,1.011425804,4.035424697,2.332460928,2.601272605,1.359717072,2.187018691,8.67994408,5.126767186,2.41286828,0.592167645,2.734113871,1
553,1.081203238,2.548634615,2.004192604,4.791511341,-0.656654177,1.269772552,8.577090914,3.389824462,3.236601666,0.40789324,2.972459123,1
554,-0.254794007,1.88964665,3.25869216,1.655067157,0.855011012,2.485881308,8.656259527,4.573092285,4.577906677,1.646811976,1.199963441,1
555,-1.092556061,2.52690659,2.335344479,2.498952979,2.072132805,2.457819369,7.973094031,4.801136983,3.521218005,-0.284715234,2.938564465,1
556,2.288730081,1.95621481,3.801985741,3.939034948,0.144518374,-0.419192257,7.579784747,4.361753113,1.334922694,-0.104333491,2.645409502,1
557,0.72265461,0.308144023,4.146995892,3.052981935,-0.267947386,1.826158122,9.713501213,3.511245126,1.768177649,0.635054927,-0.174215531,1
558,0.922601129,3.441286269,3.040489213,3.409494282,-0.282817676,0.424176931,8.475917616,2.254701041,1.052741597,0.946916633,1.788906071,1
559,0.674167236,2.240201017,2.115852695,1.875942575,-0.636903014,0.268809098,9.49621249,4.019300736,3.415012135,0.428175788,0.095212153,1
560,0.492232707,1.610416736,3.55598535,3.74077771,1.364692599,1.618314468,9.64819429,3.338214061,2.891223537,-0.231416585,1.430353631,1
561,-0.317114655,1.353856778,1.48167388,5.23389349,-0.881530098,-0.254913016,10.37492203,3.588395172,2.321818785,0.852479112,2.848411265,1
562,-0.511674364,1.282907599,2.684221007,1.646955372,0.672611369,2.267096961,8.565690921,4.462038191,3.171235375,1.392219381,2.400655443,1
563,-1.000561081,2.327928696,3.124403468,3.239823792,1.968541474,0.199895792,8.111331414,2.557348106,3.996365905,0.872004658,1.319722108,1
564,-0.303205664,2.932404656,2.99954593,1.424674703,2.642099818,0.864886758,5.048440649,3.647368414,2.234435668,1.560843862,1.969545474,1
565,1.173305962,2.921444258,4.047474661,2.478753888,0.370961564,0.898431522,9.684432223,4.183224196,3.917225935,-0.690004679,0.766736019,1
566,0.291205489,3.494761808,1.770679617,1.847541305,1.281606581,1.074576015,8.571208427,4.612936739,1.426020328,2.031018334,1.061270254,1
567,2.388265287,3.26090493,3.839919484,3.098745241,2.282173059,1.573713749,9.266277394,2.487637912,2.793546301,-1.893522996,-0.232865155,1
568,-0.23357054,1.949074258,0.679276476,4.000994612,-0.22717313,0.858791393,8.26816699,4.406611799,2.763294589,1.515891787,1.915208326,1
569,0.531364712,1.334634217,2.014138164,2.455208741,-0.627167786,0.328129826,7.838311661,4.21709412,3.614840779,1.763711315,1.085977177,1
570,0.150911044,2.194465173,1.392784213,0.460739561,1.762005808,2.0167966,8.572243074,3.737458362,4.252621903,-0.25121308,4.003178918,1
571,0.6233197,1.061015767,2.655894567,1.112274173,0.469115261,2.970013234,8.957582679,2.733361124,4.781307991,2.565318451,-0.35213876,1
572,-0.154236208,2.294001794,1.356381724,1.419281952,2.164653206,1.597304754,9.089815339,3.780241876,3.521910988,2.79666737,1.963712302,1
573,0.152358049,2.295795377,2.113783787,3.271603344,1.0858854,2.102382809,7.859098474,3.774015016,-0.391202289,-0.308921828,2.024071667,1
574,0.445803635,3.507669905,2.42838949,2.360733704,0.603966302,0.13257648,9.293162374,3.232191919,3.655626695,0.896882415,-1.418711341,1
575,0.415199499,1.228745741,3.106112568,2.806480506,-1.777066569,0.720053508,8.91839612,2.630373651,2.415754273,1.309526071,2.344361299,1
576,-0.671724413,3.18951141,3.100179082,2.192204633,-0.001850565,1.869594178,7.71975333,2.894767713,4.087092976,0.627883293,1.742348919,1
577,-0.867835914,1.965551278,4.757191975,1.611098201,0.829521717,3.107117781,5.966049565,4.777395711,2.841940099,0.041861337,1.470705183,1
578,-0.124738473,1.943975887,1.472354788,4.013541368,-0.096259321,1.636762083,9.04253503,4.317055935,1.989339199,0.783196026,3.298614806,1
579,0.707877794,1.373957682,1.676083211,3.573103674,0.671990023,4.557625868,8.301497205,3.389315443,1.989548402,0.86977429,1.23092467,1
580,0.365467147,1.794437609,2.05660583,2.266006646,1.652094177,1.978176095,9.179299632,2.723346907,4.043302722,1.326940369,1.569082796,1
581,0.761637346,2.518574782,2.720906966,2.38722162,2.858824624,1.082060704,8.513334905,3.902780684,2.763864262,0.505424829,0.391633278,1
582,-0.283308236,1.534897231,3.042223756,2.369814149,1.785673551,0.396122484,7.619331544,4.665335197,3.646695217,0.148075896,2.748578581,1
583,2.013162626,1.859162685,3.198061203,2.741787315,0.673171449,2.546753007,7.099253994,4.610591864,3.139997633,0.349468293,0.281256484,1
584,1.767917154,2.057481619,2.657982387,4.065308356,1.357005517,1.207681182,9.112568273,3.210584704,2.065888798,0.749183876,0.293244055,1
585,1.605718133,1.963554013,2.704581592,3.078248893,1.869761867,1.333566348,8.580394549,3.217288557,2.450989646,-0.076690565,2.700084266,1
586,1.274644412,3.484043954,3.137967045,3.520765182,1.580053226,1.802925475,8.04878103,5.008506568,2.178468173,2.162096369,1.00998521,1
587,-0.018077795,0.620704803,3.715317068,2.772459207,0.842165363,2.716892017,9.027588819,4.267374605,2.0711689,0.228909919,0.602724129,1
